epoch,train_loss,val_loss,duration
1,0.10351304972812368,0.07149743026291783,43.642252922058105
2,0.030558611596229992,0.054771064992316744,44.371270418167114
3,0.022630734373454513,0.04899413638155569,43.78562784194946
