epoch,train_loss,val_loss,duration
1,0.06363561062479041,0.05415107644247738,124.08135795593262
2,0.02102187012255233,0.0482505352913656,127.33900141716003
3,0.016368207867331185,0.04608819612555883,134.60590529441833
4,0.013417134242307574,0.03808563600548289,129.65109610557556
5,0.011457863683697193,0.03426088555715978,135.89698028564453
