epoch,train_loss,val_loss,duration
1,0.0961664435582586,0.06723666072569111,263.24990582466125
2,0.027258528224656502,0.050284410869194704,259.3883397579193
3,0.02052369701841028,0.048091062302277846,284.658974647522
4,0.01736937728461318,0.04473932972177863,278.5993506908417
5,0.014220922161666916,0.03089137242006307,3347.3903658390045
